,index,Unnamed: 0,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
3479,5075,251,Honda,Accord,2018,Saudi,White,Semi Full,1.6,Gas,Automatic,32000,Jeddah,97000,False
3480,5076,4911,Mercedes,S,2010,Other,Navy,Semi Full,5.5,Gas,Automatic,228811,Al-Ahsa,70000,False
3481,5079,8014,Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,314000,Dammam,46000,False
3482,5080,7208,Ford,Taurus,2016,Other,Black,Semi Full,3.5,Gas,Automatic,155000,Jeddah,59000,False
3483,5081,2939,Mazda,3,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,47000,Al-Medina,54000,False
3484,5082,3763,Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,72000,Jeddah,60000,False
3485,5084,4866,Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,28000,Dammam,94000,False
3486,5086,1085,Ford,Expedition,2016,Gulf Arabic,Another Color,Semi Full,3.5,Gas,Automatic,63000,Riyadh,95000,False
3487,5087,5463,Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,226000,Riyadh,45000,False
3488,5088,800,Lexus,ES,2015,Saudi,Black,Full,3.6,Gas,Automatic,232000,Yanbu,90000,False
3489,5091,3207,Cadillac,Escalade,2016,Other,White,Full,6.2,Gas,Automatic,119000,Dammam,178000,False
3490,5092,6832,Toyota,Camry,1995,Saudi,White,Full,2.5,Gas,Manual,300,Al-Ahsa,12000,False
3491,5093,7066,Toyota,Land Cruiser,2003,Saudi,Navy,Full,4.6,Gas,Manual,395735,Riyadh,55000,False
3492,5094,5489,Ford,Expedition,2016,Saudi,White,Standard,5.4,Gas,Automatic,120000,Riyadh,72000,False
3493,5095,612,Chevrolet,Tahoe,2019,Saudi,Navy,Semi Full,5.3,Gas,Automatic,33000,Riyadh,163000,False
3494,5097,5991,Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,189000,Dammam,78000,False
3495,5098,4927,Toyota,Innova,2018,Saudi,Grey,Standard,2.7,Gas,Automatic,70000,Jeddah,67000,False
3496,5099,2202,Toyota,Camry,2017,Saudi,Silver,Full,2.5,Gas,Automatic,75000,Dammam,73000,False
3497,5100,3705,Mazda,6,2019,Saudi,Black,Standard,2.5,Gas,Automatic,66000,Dammam,72000,False
3498,5101,6352,Toyota,Camry,2017,Saudi,White,Full,1.4,Gas,Automatic,13400,Riyadh,65000,False
3499,5102,2032,INFINITI,QX,2019,Saudi,Grey,Full,3.7,Gas,Automatic,19800,Riyadh,130000,False
3500,5104,2842,Toyota,FJ,2017,Saudi,White,Full,4.0,Gas,Automatic,265000,Dammam,110000,False
3501,5105,3377,Cadillac,Escalade,2007,Other,White,Semi Full,8.0,Gas,Automatic,166000,Riyadh,48000,False
3502,5106,1886,Kia,Sorento,2016,Saudi,White,Full,3.5,Gas,Automatic,93914,Riyadh,68500,False
3503,5108,6148,Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,39000,Riyadh,45000,False
3504,5109,1027,Chevrolet,Tahoe,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,250000,Riyadh,70000,False
3505,5110,3712,Toyota,Land Cruiser Pickup,2017,Gulf Arabic,Bronze,Standard,4.0,Gas,Manual,25471,Qassim,122000,False
3506,5111,419,Chevrolet,Tahoe,2016,Saudi,White,Semi Full,5.3,Gas,Automatic,197000,Riyadh,92000,False
3507,5112,6508,Ford,Expedition,2012,Saudi,Grey,Standard,3.8,Gas,Automatic,86000,Riyadh,53000,False
3508,5113,6733,Ford,Expedition,2006,Saudi,Silver,Standard,5.4,Gas,Automatic,155000,Riyadh,20000,False
3509,5118,8008,Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,61000,Dammam,34000,False
3510,5119,4017,Kia,Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,191,Riyadh,38500,False
3511,5120,2361,Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,300000,Riyadh,49500,False
3512,5122,1291,Ford,F150,2020,Gulf Arabic,Grey,Full,5.0,Gas,Automatic,2061,Qassim,155000,False
3513,5124,46,Genesis,G80,2019,Saudi,White,Semi Full,3.8,Gas,Automatic,84000,Riyadh,120000,False
3514,5125,2773,Toyota,Innova,2018,Saudi,Grey,Standard,2.7,Gas,Automatic,91440,Jeddah,68000,False
3515,5126,5168,Mazda,6,2014,Saudi,Silver,Semi Full,2.0,Gas,Automatic,250000,Riyadh,31000,False
3516,5127,6863,Hyundai,Senta fe,2015,Saudi,White,Full,3.3,Gas,Automatic,337946,Hafar Al-Batin,45000,False
3517,5128,551,Toyota,Land Cruiser Pickup,2014,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000,Riyadh,72000,False
3518,5129,777,Chevrolet,Tahoe,2013,Saudi,Golden,Semi Full,5.3,Gas,Automatic,363000,Riyadh,63000,False
3519,5130,536,Hyundai,Senta fe,2016,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000,Dammam,47000,False
3520,5132,2403,Ford,Taurus,2015,Saudi,Brown,Full,6.3,Gas,Automatic,113220,Jeddah,82500,False
3521,5133,4967,Hyundai,Elantra,2017,Saudi,Grey,Semi Full,2.0,Gas,Automatic,159000,Riyadh,39000,False
3522,5135,3001,Ford,Flex,2016,Other,Silver,Standard,3.5,Gas,Automatic,183000,Al-Ahsa,60000,False
3523,5136,112,Ford,Explorer,2016,Gulf Arabic,Red,Full,3.5,Gas,Automatic,93000,Riyadh,95000,False
3524,5140,5764,Lexus,LS,2015,Other,White,Semi Full,4.6,Gas,Automatic,51000,Riyadh,200000,False
3525,5141,794,Mercedes,SEL,1995,Other,Black,Semi Full,3.0,Gas,Automatic,252611,Aseer,10000,False
3526,5143,3443,Toyota,Camry,2017,Gulf Arabic,White,Full,2.5,Gas,Automatic,61811,Qassim,68000,False
3527,5146,1969,Toyota,Hiace,2017,Saudi,White,Standard,2.7,Gas,Manual,133148,Riyadh,70000,False
3528,5148,7251,Nissan,Patrol,2014,Saudi,Another Color,Semi Full,5.6,Gas,Automatic,190000,Jazan,105000,False
3529,5149,2153,Ford,Taurus,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,280000,Riyadh,46000,False
3530,5150,4155,Mitsubishi,Pajero,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,193000,Riyadh,45000,False
3531,5151,1358,Ford,Mustang,2016,Gulf Arabic,Silver,Full,3.7,Gas,Automatic,240000,Dammam,89000,False
3532,5154,1933,Nissan,Datsun,1984,Saudi,White,Standard,2.4,Gas,Manual,248000,Riyadh,7000,False
3533,5155,1668,Chevrolet,Tahoe,2017,Other,Another Color,Semi Full,6.2,Gas,Automatic,105920,Riyadh,149000,False
3534,5157,3917,Toyota,Furniture,2008,Saudi,White,Full,4.0,Gas,Automatic,288000,Al-Medina,36000,False
3535,5158,3374,Kia,Sportage,2017,Other,Silver,Full,1.6,Diesel,Automatic,53312,Qassim,61000,False
3536,5159,3114,Toyota,Innova,2013,Saudi,White,Full,2.7,Gas,Automatic,201000,Riyadh,36000,False
3537,5160,1376,Ford,Taurus,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,87108,Riyadh,56500,False
3538,5162,1245,Toyota,Yaris,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,59000,Dammam,41000,False
3539,5167,4732,Ford,Taurus,2012,Saudi,Silver,Standard,3.6,Gas,Automatic,132000,Riyadh,45000,False
3540,5168,3936,Hyundai,Elantra,2013,Other,Silver,Semi Full,1.6,Gas,Automatic,169,Riyadh,20000,False
3541,5170,5658,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,62500,Dammam,37000,False
3542,5175,4139,Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,65000,Taef,52000,False
3543,5176,503,Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,183000,Riyadh,27000,False
3544,5177,4055,GMC,Sierra,2018,Saudi,Navy,Standard,5.3,Gas,Automatic,126000,Riyadh,111000,False
3545,5178,3652,Ford,Victoria,2011,Saudi,Black,Standard,4.6,Gas,Automatic,176000,Khobar,50000,False
3546,5179,6189,Lexus,GS,2014,Saudi,Another Color,Full,3.5,Gas,Automatic,124000,Riyadh,136000,False
3547,5181,6915,Toyota,Prado,2017,Gulf Arabic,Silver,Full,4.0,Gas,Automatic,140000,Al-Ahsa,125000,False
3548,5182,349,Ford,Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,160000,Al-Ahsa,65000,False
3549,5184,7904,Mercedes,S,2013,Gulf Arabic,Brown,Semi Full,3.0,Gas,Automatic,130000,Riyadh,115000,False
3550,5185,5128,Toyota,Land Cruiser Pickup,2021,Saudi,Another Color,Semi Full,4.0,Gas,Manual,7000,Aseer,125000,False
3551,5186,2910,Kia,Picanto,2017,Saudi,Red,Semi Full,1.4,Gas,Automatic,148000,Jeddah,20000,False
3552,5187,7750,MG,5,2020,Saudi,Grey,Full,1.5,Gas,Automatic,23000,Riyadh,44000,False
3553,5188,2426,Toyota,FJ,2017,Gulf Arabic,White,Full,4.0,Gas,Automatic,114000,Qassim,115000,False
3554,5189,5041,BMW,X,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,22000,Dammam,130000,False
3555,5190,4459,GMC,Yukon,2009,Saudi,Another Color,Full,6.0,Gas,Automatic,182,Dammam,42000,False
3556,5191,902,Toyota,Land Cruiser Pickup,2015,Gulf Arabic,Another Color,Semi Full,4.0,Gas,Manual,232,Qassim,65000,False
3557,5192,6362,Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,19054,Riyadh,162500,False
3558,5193,5365,Toyota,Avalon,2021,Saudi,White,Full,3.5,Gas,Automatic,100,Arar,185000,False
3559,5194,7273,Škoda,Superb,2008,Other,Blue,Semi Full,1.8,Gas,Automatic,200000,Riyadh,15000,False
3560,5195,2216,GMC,Yukon,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,196600,Dammam,130000,False
3561,5197,5364,Hyundai,Azera,2019,Saudi,Black,Standard,3.3,Gas,Automatic,91000,Riyadh,77000,False
3562,5198,1689,Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,234000,Jazan,56000,False
3563,5200,1716,Toyota,Land Cruiser Pickup,2019,Saudi,Brown,Full,4.0,Gas,Manual,67000,Jeddah,95000,False
3564,5201,5877,GMC,Terrain,2013,Saudi,Black,Semi Full,2.4,Gas,Automatic,90000,Jeddah,35000,False
3565,5202,4573,GMC,Yukon,2002,Other,Black,Semi Full,5.3,Gas,Automatic,300000,Jeddah,10000,False
3566,5203,4087,Toyota,Avalon,2014,Saudi,Black,Full,3.8,Gas,Automatic,156000,Al-Medina,73000,False
3567,5207,2915,Subaru,Forester,2009,Saudi,Black,Full,2.5,Gas,Automatic,220000,Jeddah,25000,False
3568,5208,3552,Toyota,Hilux,2016,Saudi,White,Full,2.8,Gas,Automatic,97000,Jeddah,91000,False
3569,5209,7186,Toyota,Avalon,2020,Saudi,White,Semi Full,3.5,Gas,Automatic,9800,Abha,139000,False
3570,5213,1248,Aston Martin,Vanquish,2013,Saudi,Another Color,Full,6.0,Gas,Automatic,32000,Dammam,400000,False
3571,5214,538,Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000,Riyadh,63000,False
3572,5215,7799,Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,72500,Dammam,40000,False
3573,5216,1841,Chevrolet,Impala,2018,Saudi,Black,Standard,3.6,Gas,Automatic,52000,Riyadh,75000,False
3574,5217,2046,Hyundai,Senta fe,2018,Saudi,Brown,Semi Full,3.3,Gas,Automatic,143405,Riyadh,74500,False
3575,5219,5042,Kia,Sportage,2019,Saudi,Golden,Standard,1.6,Gas,Automatic,75000,Al-Ahsa,60000,False
3576,5221,6044,Hyundai,Sonata,2019,Saudi,Brown,Full,2.4,Gas,Automatic,90000,Jeddah,61000,False
3577,5223,4408,Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,170000,Makkah,50000,False
3578,5227,5520,Honda,Accord,2014,Saudi,White,Full,2.5,Gas,Automatic,215,Riyadh,45000,False
3579,5228,202,Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,86754,Riyadh,26000,False
3580,5229,1865,Chevrolet,Malibu,2013,Saudi,Silver,Full,3.6,Gas,Automatic,165000,Dammam,30000,False
3581,5230,4784,Toyota,Camry,1999,Saudi,White,Standard,2.4,Gas,Manual,400,Tabouk,20000,False
3582,5231,1846,Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,132000,Dammam,65000,False
3583,5232,3796,Ford,Taurus,2015,Other,White,Full,3.5,Gas,Automatic,121000,Dammam,82000,False
3584,5233,4578,Ford,Fusion,2012,Saudi,White,Standard,2.5,Gas,Automatic,219000,Jazan,14500,False
3585,5234,1748,Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Jeddah,34000,False
3586,5235,7964,Land Rover,Range Rover,2006,Saudi,White,Full,5.0,Gas,Automatic,300000,Tabouk,25000,False
3587,5236,7637,Dodge,Challenger,2013,Saudi,Black,Full,5.7,Gas,Automatic,173,Jeddah,38000,False
3588,5238,6585,Ford,Expedition,2014,Gulf Arabic,Navy,Semi Full,5.4,Gas,Automatic,132000,Riyadh,45000,False
3589,5240,7294,Chevrolet,Suburban,2011,Saudi,Black,Standard,5.3,Gas,Automatic,203000,Riyadh,52000,False
3590,5241,1203,Toyota,Camry,2016,Other,White,Standard,2.5,Gas,Automatic,148254,Qassim,59000,False
3591,5243,5604,Toyota,Land Cruiser,2003,Saudi,White,Standard,4.6,Gas,Manual,300,Riyadh,40000,False
3592,5245,2825,GMC,Yukon,2018,Saudi,White,Standard,5.3,Gas,Automatic,133634,Riyadh,146500,False
3593,5246,1383,Hyundai,Senta fe,2015,Gulf Arabic,Grey,Semi Full,1.6,Gas,Automatic,158000,Dammam,54000,False
3594,5247,4180,Hyundai,Tucson,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,58000,Makkah,1313,False
3595,5248,4142,Volkswagen,Beetle,2015,Saudi,Blue,Full,6.0,Gas,Automatic,130000,Makkah,55000,False
3596,5249,5660,Ford,Taurus,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,148000,Makkah,58000,False
3597,5251,1298,Toyota,Camry,2016,Saudi,Silver,Standard,2.5,Gas,Automatic,183541,Riyadh,53000,False
3598,5252,2505,Toyota,Land Cruiser 70,2018,Saudi,White,Standard,4.0,Gas,Manual,86852,Riyadh,109000,False
3599,5254,2149,Hyundai,Senta fe,2014,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,215000,Jeddah,41000,False
3600,5256,6394,Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,134000,Al-Ahsa,170000,False
3601,5258,2326,Toyota,Prado,2003,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,450000,Riyadh,30000,False
3602,5259,5855,Toyota,Corolla,2006,Gulf Arabic,Golden,Full,1.8,Gas,Manual,320000,Al-Ahsa,18000,False
3603,5260,6839,Ford,Mustang,2010,Saudi,Red,Semi Full,4.0,Gas,Manual,169000,Riyadh,50000,False
3604,5261,1556,Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,216000,Dammam,58000,False
3605,5263,4121,Ford,Other,2016,Saudi,Another Color,Full,3.2,Gas,Automatic,15500,Riyadh,90000,False
3606,5266,3794,Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4.5,Diesel,Automatic,10000,Riyadh,259000,False
3607,5269,3964,Lexus,ES,2016,Saudi,Grey,Semi Full,3.6,Gas,Automatic,200000,Jeddah,105000,False
3608,5270,1403,Toyota,Corolla,2020,Saudi,White,Standard,1.6,Gas,Automatic,109885,Jeddah,57000,False
3609,5271,51,Lexus,ES,2013,Saudi,Black,Full,3.5,Gas,Automatic,349000,Riyadh,70000,False
3610,5272,4331,Audi,A7,2016,Saudi,Grey,Full,3.0,Gas,Automatic,130000,Dammam,125000,False
3611,5275,1206,Chevrolet,Tahoe,2013,Saudi,Red,Semi Full,5.3,Gas,Automatic,211257,Jeddah,60000,False
3612,5276,1419,Lexus,ES,2016,Gulf Arabic,Navy,Semi Full,3.5,Gas,Automatic,200000,Hafar Al-Batin,80000,False
3613,5277,2553,Mazda,6,2019,Saudi,Silver,Semi Full,2.5,Gas,Automatic,108000,Qassim,75000,False
3614,5278,451,Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,94000,Riyadh,238000,False
3615,5279,1266,Toyota,Rav4,2018,Saudi,Black,Full,1.8,Gas,Automatic,63000,Makkah,90000,False
3616,5280,6609,GMC,Yukon,2009,Saudi,Black,Full,6.2,Gas,Automatic,138000,Al-Baha,55000,False
3617,5281,2311,Ford,Explorer,2013,Saudi,Black,Full,3.5,Gas,Automatic,14606,Riyadh,83500,False
3618,5283,5189,Audi,Q5,2018,Saudi,Grey,Full,2.0,Gas,Automatic,71000,Riyadh,164000,False
3619,5286,3078,Toyota,Land Cruiser,2011,Saudi,White,Full,4.0,Gas,Automatic,273392,Riyadh,100000,False
3620,5287,1155,Mercedes,E,2019,Other,Grey,Full,2.0,Gas,Automatic,28000,Dammam,230000,False
3621,5288,6674,Toyota,Land Cruiser,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,212000,Dammam,145000,False
3622,5289,4034,Ford,Van,2013,Saudi,White,Semi Full,6.8,Gas,Automatic,40000,Abha,40000,False
3623,5290,3221,Kia,Cerato,2016,Saudi,Silver,Standard,1.6,Gas,Automatic,74000,Dammam,36000,False
3624,5291,6130,Toyota,Land Cruiser,2009,Saudi,White,Full,5.7,Gas,Automatic,470000,Qurayyat,76000,False
3625,5292,4126,Fiat,Doblo,2015,Saudi,White,Standard,1.4,Gas,Manual,119000,Al-Ahsa,25000,False
3626,5293,1771,Ford,Expedition,2016,Gulf Arabic,Black,Full,5.4,Gas,Automatic,100000,Qassim,98000,False
3627,5294,2242,Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,266949,Dammam,63000,False
3628,5295,2771,BMW,The 7,2015,Saudi,Another Color,Full,3.5,Gas,Automatic,110000,Jeddah,105000,False
3629,5296,418,Hyundai,Senta fe,2016,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,12000,Riyadh,79000,False
3630,5297,4629,Mercedes,S,2012,Saudi,Brown,Semi Full,3.0,Gas,Automatic,170000,Jeddah,85000,False
3631,5298,4479,Jeep,Compass,2016,Saudi,White,Full,2.4,Gas,Automatic,247885,Jazan,38999,False
3632,5299,471,Chevrolet,Cruze,2016,Gulf Arabic,White,Semi Full,1.8,Gas,Automatic,52000,Riyadh,45000,False
3633,5300,3741,Land Rover,Range Rover,2015,Other,Grey,Full,2.8,Gas,Automatic,102000,Al-Ahsa,158000,False
3634,5301,6244,Chevrolet,Caprice,2013,Other,White,Standard,6.0,Gas,Automatic,280000,Makkah,44000,False
3635,5303,27,GMC,Yukon,2017,Saudi,Silver,Standard,5.3,Gas,Automatic,137317,Dammam,130000,False
3636,5305,5171,Mercedes,ML,2015,Saudi,Silver,Full,3.5,Gas,Automatic,125000,Jeddah,100000,False
3637,5306,4420,Chevrolet,Suburban,1997,Other,Oily,Semi Full,6.0,Gas,Automatic,292764,Al-Medina,4000,False
3638,5308,22,Honda,Civic,2017,Saudi,Black,Standard,1.5,Gas,Automatic,200000,Jeddah,38000,False
3639,5310,1606,Chevrolet,Malibu,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,175000,Dammam,49000,False
3640,5311,1811,Chevrolet,Tahoe,2010,Saudi,Silver,Full,5.8,Gas,Automatic,340000,Tabouk,40000,False
3641,5313,1528,Ford,Expedition,2014,Saudi,Another Color,Standard,5.4,Gas,Automatic,143000,Riyadh,60000,False
3642,5314,2379,Chrysler,C200,2016,Saudi,Another Color,Full,2.4,Gas,Automatic,163000,Riyadh,42000,False
3643,5315,3554,Nissan,Datsun,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,71000,Makkah,40000,False
3644,5316,2807,Chevrolet,Cruze,2017,Saudi,Grey,Semi Full,1.8,Gas,Automatic,101000,Dammam,30000,False
3645,5317,6901,Dodge,Charger,2012,Saudi,Grey,Standard,3.6,Gas,Automatic,243000,Dammam,30000,False
3646,5318,4210,Ford,Expedition,2012,Saudi,Silver,Standard,5.4,Gas,Automatic,360000,Riyadh,30000,False
3647,5319,633,Chevrolet,Tahoe,2014,Saudi,Black,Semi Full,5.3,Gas,Automatic,160428,Riyadh,65000,False
3648,5320,692,Jeep,Wrangler,2010,Other,Black,Full,3.8,Gas,Manual,188,Riyadh,47000,False
3649,5321,6026,Hyundai,Sonata,2017,Saudi,White,Full,2.4,Gas,Automatic,88718,Riyadh,58000,False
3650,5322,1104,Chevrolet,Impala,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,152000,Riyadh,70000,False
3651,5323,1515,Nissan,VTC,2009,Saudi,White,Semi Full,4.8,Gas,Manual,251000,Riyadh,60000,False
3652,5324,2951,Mercedes,E,2017,Other,White,Full,2.0,Gas,Automatic,58000,Dammam,177000,False
3653,5325,1919,Toyota,Prado,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,5000,Riyadh,153000,False
3654,5326,177,Mazda,6,2019,Saudi,Brown,Standard,2.5,Gas,Automatic,129000,Riyadh,65000,False
3655,5329,5480,Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,96000,Riyadh,65000,False
3656,5330,2023,Ford,Fusion,2015,Saudi,Black,Semi Full,2.5,Gas,Automatic,157000,Dammam,47000,False
3657,5336,1591,Hyundai,Sonata,2018,Saudi,Brown,Standard,2.4,Gas,Automatic,120966,Riyadh,49000,False
3658,5337,2813,GMC,Yukon,2021,Saudi,Black,Full,5.3,Gas,Automatic,3700,Aseer,310000,False
3659,5338,2937,Toyota,Land Cruiser,2017,Saudi,White,Standard,4.0,Gas,Automatic,127453,Riyadh,166500,False
3660,5339,1731,Mercedes,S,2019,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,80000,Riyadh,355000,False
3661,5340,3146,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,127000,Dammam,29000,False
3662,5341,5475,Chevrolet,Impala,2015,Saudi,White,Standard,3.6,Gas,Automatic,119000,Riyadh,47000,False
3663,5342,1066,Renault,Capture,2017,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,56000,Jeddah,42000,False
3664,5343,3090,Mazda,CX9,2019,Saudi,Red,Full,2.5,Gas,Automatic,48000,Makkah,120000,False
3665,5345,5019,Honda,Accord,2012,Saudi,Silver,Standard,5.0,Gas,Automatic,300000,Al-Namas,30000,False
3666,5346,1422,Mercedes,C,2016,Other,Silver,Full,2.0,Gas,Automatic,92000,Jeddah,120000,False
3667,5348,1931,Chevrolet,Impala,2019,Gulf Arabic,White,Standard,3.5,Gas,Automatic,16000,Riyadh,95000,False
3668,5349,5091,Land Rover,Range Rover,2017,Saudi,White,Full,3.0,Gas,Automatic,72500,Al-Medina,295000,False
3669,5351,3010,Ford,Taurus,2015,Other,Grey,Full,3.5,Gas,Automatic,100000,Dammam,79000,False
3670,5353,2858,BMW,The 3,2011,Saudi,Red,Full,2.5,Gas,Automatic,74000,Jeddah,35000,False
3671,5354,3632,BMW,The 7,2012,Saudi,Black,Semi Full,2.0,Gas,Automatic,197000,Jeddah,50000,False
3672,5357,5903,GMC,Yukon,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,150000,Riyadh,65000,False
3673,5360,287,Renault,Duster,2017,Saudi,White,Standard,2.0,Gas,Automatic,49597,Riyadh,27500,False
3674,5361,5404,Nissan,Navara,2015,Saudi,White,Full,2.5,Gas,Automatic,129000,Jeddah,40000,False
3675,5362,7088,Toyota,Land Cruiser 70,2006,Saudi,Another Color,Semi Full,2.7,Gas,Manual,250,Al-Baha,33000,False
3676,5363,2795,Toyota,Hilux,2021,Saudi,White,Full,4.0,Gas,Automatic,4500,Aseer,162000,False
3677,5365,2037,Chevrolet,Blazer,2015,Saudi,Silver,Standard,3.6,Gas,Automatic,180000,Jubail,40000,False
3678,5368,7340,GMC,Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,166,Aseer,105000,False
3679,5369,321,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,71000,Riyadh,38000,False
3680,5370,3462,Ford,Explorer,2010,Other,Another Color,Standard,6.6,Gas,Automatic,190000,Jeddah,20000,False
3681,5371,2885,Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,220000,Dammam,135000,False
3682,5372,3162,Mercedes,S,2014,Saudi,Oily,Semi Full,4.0,Gas,Automatic,138000,Dammam,260000,False
3683,5373,3488,Toyota,Prado,2013,Gulf Arabic,Golden,Semi Full,4.0,Gas,Automatic,270000,Riyadh,80000,False
3684,5374,2606,Dodge,Charger,2017,Other,Black,Full,3.6,Gas,Automatic,101000,Dammam,107000,False
3685,5375,2125,Hyundai,Elantra,2015,Saudi,Grey,Full,2.0,Gas,Automatic,169,Aseer,30000,False
3686,5376,996,Porsche,Panamera,2011,Saudi,Silver,Full,3.0,Gas,Automatic,141000,Dammam,85000,False
3687,5377,3435,Kia,Cadenza,2017,Saudi,Black,Full,3.3,Gas,Automatic,88000,Riyadh,83000,False
3688,5378,2772,Toyota,Innova,2018,Saudi,Grey,Standard,2.7,Gas,Automatic,87000,Jeddah,70000,False
3689,5380,4725,Kia,Mohave,2014,Saudi,Grey,Standard,3.8,Gas,Automatic,256000,Riyadh,30000,False
3690,5381,5199,Mercedes,C,2016,Gulf Arabic,Red,Full,2.0,Gas,Automatic,129000,Dammam,134000,False
3691,5382,1889,Ford,Explorer,2014,Saudi,Black,Standard,3.6,Gas,Automatic,158000,Riyadh,55000,False
3692,5383,6934,Ford,F150,2011,Saudi,White,Standard,5.0,Gas,Automatic,133000,Dammam,33000,False
3693,5385,1494,Hyundai,Senta fe,2016,Other,Silver,Semi Full,2.0,Diesel,Automatic,105000,Riyadh,76000,False
3694,5386,1388,Chevrolet,Impala,2015,Other,Silver,Full,3.6,Gas,Automatic,106000,Dammam,79000,False
3695,5387,4621,Nissan,Patrol,1999,Saudi,Oily,Standard,1.6,Gas,Manual,600,Al-Medina,16000,False
3696,5388,1330,Audi,Q5,2018,Saudi,Grey,Full,2.0,Gas,Automatic,60000,Dammam,155000,False
3697,5389,5583,Volkswagen,Beetle,2015,Other,Black,Semi Full,1.8,Gas,Automatic,89000,Jeddah,54000,False
3698,5390,5904,Genesis,Platinum,2015,Saudi,White,Full,3.8,Gas,Automatic,208000,Riyadh,95000,False
3699,5391,2262,Toyota,Corolla,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,72609,Dammam,46000,False
3700,5392,7571,Geely,EC7,2014,Other,White,Standard,1.8,Gas,Manual,74000,Jazan,13000,False
3701,5393,4685,Toyota,Camry,2008,Saudi,Silver,Semi Full,2.5,Gas,Automatic,468,Riyadh,22000,False
3702,5394,3070,Mercedes,S,2016,Other,White,Full,4.7,Gas,Automatic,95061,Riyadh,236500,False
3703,5395,7870,Honda,Accord,2012,Saudi,White,Full,3.5,Gas,Automatic,225000,Jeddah,32000,False
3704,5396,2868,Ford,Victoria,2011,Saudi,Another Color,Standard,4.7,Gas,Automatic,318000,Al-Medina,30000,False
3705,5397,3353,Toyota,Corolla,2018,Saudi,Another Color,Standard,1.6,Gas,Automatic,138000,Jeddah,43000,False
