,index,Unnamed: 0,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
1362,2001,2171,Mazda,CX3,2019,Saudi,Another Color,Standard,2.0,Gas,Automatic,57000,Jeddah,55000,False
1363,2002,2160,Toyota,Hilux,2011,Saudi,White,Standard,1.4,Gas,Manual,300000,Tabouk,20000,False
1364,2003,4013,Mercedes,C,2016,Other,White,Semi Full,2.0,Gas,Automatic,76000,Riyadh,102000,False
1365,2005,6500,Cadillac,Escalade,2010,Other,Silver,Full,6.2,Gas,Automatic,194000,Al-Medina,37000,False
1366,2006,1750,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,120000,Jeddah,32000,False
1367,2007,3911,Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,95000,Jeddah,85000,False
1368,2008,4892,BMW,X,2015,Saudi,White,Full,2.0,Gas,Automatic,92000,Jeddah,72000,False
1369,2010,2799,Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,86000,Riyadh,140000,False
1370,2011,7412,Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,109763,Riyadh,21500,False
1371,2012,4514,Maserati,Levante,2020,Saudi,Blue,Full,3.0,Gas,Automatic,500,Dammam,370000,False
1372,2016,1333,Lexus,LX,2013,Other,White,Full,5.7,Gas,Automatic,98000,Dammam,200000,False
1373,2018,7453,BMW,The M,2015,Saudi,Black,Full,3.0,Gas,Automatic,20000,Jeddah,220000,False
1374,2022,5467,Honda,Accord,2016,Gulf Arabic,Golden,Semi Full,2.4,Gas,Automatic,75000,Riyadh,66000,False
1375,2023,1268,Volkswagen,Touareg,2012,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,243000,Riyadh,50000,False
1376,2024,8003,Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,133000,Dammam,34000,False
1377,2025,3790,Nissan,Pathfinder,2005,Saudi,White,Standard,3.5,Gas,Automatic,300000,Riyadh,12000,False
1378,2030,3822,Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,194000,Riyadh,80000,False
1379,2031,4851,Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,4.6,Gas,Automatic,186,Tabouk,138000,False
1380,2032,2857,BMW,The 5,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,29900,Jeddah,150000,False
1381,2033,6895,Ford,Expedition,2014,Saudi,Silver,Semi Full,5.4,Gas,Automatic,180000,Dammam,70000,False
1382,2034,4375,Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,67000,Dammam,52000,False
1383,2035,6892,Ford,Expedition,2014,Saudi,Grey,Standard,5.7,Gas,Automatic,190700,Riyadh,59000,False
1384,2041,6727,Ford,Marquis,2009,Other,White,Full,4.6,Gas,Automatic,338000,Jeddah,18000,False
1385,2043,3201,Ford,Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Dammam,97000,False
1386,2044,2998,Toyota,Hilux,2017,Saudi,White,Standard,2.7,Gas,Manual,73000,Dammam,72000,False
1387,2045,2276,Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,65700,Dammam,32000,False
1388,2047,2118,Ford,Fusion,2015,Saudi,Brown,Full,2.5,Gas,Automatic,200000,Riyadh,49000,False
1389,2048,6938,Hyundai,Azera,2008,Saudi,Black,Semi Full,2.7,Gas,Automatic,407767,Dammam,17000,False
1390,2049,8,Chevrolet,Impala,2019,Saudi,Black,Standard,3.6,Gas,Automatic,70000,Riyadh,80000,False
1391,2050,5035,Honda,Accord,2004,Saudi,Black,Semi Full,1.5,Gas,Automatic,400000,Qassim,10000,False
1392,2051,1543,MG,3,2013,Saudi,White,Standard,1.3,Gas,Manual,41000,Riyadh,15000,False
1393,2052,3614,Lexus,LX,2005,Gulf Arabic,White,Full,8.0,Gas,Automatic,500568,Riyadh,45000,False
1394,2053,4792,Chevrolet,Tahoe,2011,Saudi,Silver,Semi Full,5.3,Gas,Automatic,275000,Aseer,40000,False
1395,2054,4972,Toyota,Rav4,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,126000,Riyadh,75000,False
1396,2055,1835,Chevrolet,Suburban,2016,Saudi,Golden,Full,6.2,Gas,Automatic,156000,Dammam,290000,False
1397,2056,7238,Toyota,Land Cruiser 70,2020,Saudi,White,Full,4.0,Gas,Manual,45000,Taef,2450,False
1398,2057,5841,Toyota,Prado,2012,Saudi,White,Full,4.0,Gas,Automatic,240000,Jazan,70000,False
1399,2060,955,Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,89000,Dammam,151000,False
1400,2061,2188,Hyundai,Sonata,2020,Saudi,Black,Full,2.5,Gas,Automatic,3000,Jeddah,118000,False
1401,2062,3797,Changan,Eado,2020,Saudi,White,Semi Full,1.6,Gas,Automatic,64695,Riyadh,42000,False
1402,2063,4916,Nissan,Sunny,2018,Saudi,Brown,Semi Full,1.5,Gas,Automatic,114000,Tabouk,27000,False
1403,2065,5983,Hyundai,Accent,2015,Saudi,Grey,Standard,1.2,Gas,Automatic,150,Riyadh,20000,False
1404,2066,4512,Maserati,Quattroporte,2014,Gulf Arabic,White,Full,3.8,Gas,Automatic,115000,Dammam,125000,False
1405,2070,590,Chevrolet,Tahoe,2011,Saudi,Black,Semi Full,5.3,Gas,Automatic,200000,Riyadh,42000,False
1406,2071,1019,Kia,Cerato,2019,Saudi,White,Standard,1.6,Gas,Automatic,43632,Jeddah,45500,False
1407,2072,6811,Lexus,ES,2016,Other,White,Full,1.5,Gas,Automatic,100000,Aseer,128000,False
1408,2073,7736,Ford,Marquis,1995,Saudi,Green,Full,4.6,Gas,Automatic,180000,Aseer,13000,False
1409,2074,4024,Toyota,FJ,2020,Saudi,White,Standard,4.0,Gas,Automatic,68500,Riyadh,117000,False
1410,2076,6905,Kia,Rio,2013,Saudi,Navy,Standard,1.6,Gas,Automatic,300000,Jubail,19000,False
1411,2077,1860,Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48096,Riyadh,68000,False
1412,2078,412,Land Rover,Range Rover,2018,Saudi,White,Full,5.0,Gas,Automatic,26000,Riyadh,170000,False
1413,2079,2986,Other,Other,2019,Other,White,Full,8.0,Diesel,Manual,24643,Qassim,330000,False
1414,2081,4071,Mazda,3,2019,Saudi,White,Standard,1.6,Gas,Automatic,53000,Al-Medina,46500,False
1415,2083,168,Hyundai,Elantra,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,95000,Riyadh,52000,False
1416,2085,5382,Ford,Mustang,2015,Other,White,Full,5.0,Gas,Manual,111000,Makkah,92999,False
1417,2086,2117,Nissan,Maxima,2011,Saudi,Black,Semi Full,3.5,Gas,Automatic,355000,Jeddah,20000,False
1418,2088,6438,Nissan,Sunny,2018,Gulf Arabic,Brown,Semi Full,1.5,Gas,Automatic,106,Jeddah,23000,False
1419,2092,5255,Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,328000,Qassim,66000,False
1420,2094,4002,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,79000,Dammam,33000,False
1421,2096,4450,Mercedes,S,2018,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,590,Dammam,390000,False
1422,2097,4242,Ford,Taurus,2019,Saudi,White,Standard,3.0,Gas,Automatic,77000,Riyadh,77000,False
1423,2098,6893,GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,86500,Riyadh,98000,False
1424,2099,6902,Ford,Expedition,2014,Saudi,Another Color,Full,4.0,Gas,Automatic,116000,Riyadh,50000,False
1425,2101,2035,Nissan,Armada,2006,Saudi,Navy,Semi Full,5.6,Gas,Automatic,100000,Jeddah,12000,False
1426,2102,3778,Honda,Civic,2018,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Jeddah,45000,False
1427,2103,2551,Toyota,Rav4,2017,Saudi,White,Full,2.4,Gas,Automatic,148000,Jeddah,80000,False
1428,2104,1320,Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,150000,Dammam,70000,False
1429,2105,6034,BMW,The 7,2021,Gulf Arabic,Another Color,Full,2.0,Gas,Automatic,1500,Al-Ahsa,384900,False
1430,2106,2154,Nissan,Maxima,2018,Saudi,White,Full,3.5,Gas,Automatic,48000,Dammam,85000,False
1431,2108,103,Great Wall,Power,2021,Saudi,White,Full,2.0,Gas,Automatic,4000,Al-Medina,95000,False
1432,2110,1815,Toyota,Yaris,2016,Saudi,White,Standard,1.4,Gas,Automatic,128000,Dammam,25000,False
1433,2111,4309,Hyundai,Accent,2007,Gulf Arabic,Blue,Standard,1.6,Gas,Manual,382010,Riyadh,9000,False
1434,2113,3954,BMW,The 7,2018,Saudi,Another Color,Full,3.0,Gas,Automatic,19000,Riyadh,225000,False
1435,2114,3634,Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Dammam,20000,False
1436,2116,6104,Toyota,Corolla,2018,Saudi,Black,Standard,1.6,Gas,Automatic,72000,Riyadh,42000,False
1437,2118,639,Chevrolet,Tahoe,2016,Saudi,White,Full,5.3,Gas,Automatic,97955,Riyadh,145000,False
1438,2119,141,Kia,Optima,2017,Saudi,Black,Semi Full,2.4,Gas,Automatic,245000,Riyadh,45000,False
1439,2121,6991,Toyota,Land Cruiser 70,2006,Saudi,Bronze,Standard,4.5,Gas,Manual,239,Aseer,70000,False
1440,2123,1963,GMC,Yukon,2016,Saudi,Golden,Semi Full,5.5,Gas,Automatic,145000,Al-Medina,100000,False
1441,2124,4881,Nissan,Patrol,2008,Saudi,Silver,Semi Full,4.8,Gas,Manual,610000,Riyadh,32000,False
1442,2125,7915,Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,1500000,Riyadh,150000,False
1443,2126,6349,Toyota,Land Cruiser,1999,Other,Silver,Semi Full,4.6,Gas,Manual,175000,Riyadh,57000,False
1444,2127,3314,Lexus,UX,2019,Saudi,White,Standard,2.0,Gas,Automatic,45000,Jeddah,130000,False
1445,2128,2964,Toyota,Land Cruiser,2015,Saudi,White,Full,5.7,Gas,Automatic,153281,Riyadh,171500,False
1446,2129,1300,Toyota,Camry,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,136111,Riyadh,53500,False
1447,2131,6523,Dodge,Durango,2013,Saudi,Red,Semi Full,5.7,Gas,Automatic,487100,Yanbu,35000,False
1448,2133,3164,Porsche,Panamera,2018,Saudi,Red,Standard,3.5,Gas,Automatic,26000,Dammam,330000,False
1449,2134,3854,Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,245000,Aseer,30000,False
1450,2135,7548,Toyota,Prado,2009,Saudi,Golden,Semi Full,4.0,Gas,Automatic,85000,Besha,73000,False
1451,2136,5739,Ford,Taurus,2010,Saudi,Black,Semi Full,3.0,Gas,Automatic,360000,Riyadh,23000,False
1452,2137,1975,Toyota,Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,142000,Jeddah,245000,False
1453,2138,4310,Mitsubishi,Pajero,2018,Saudi,White,Full,3.8,Gas,Automatic,62000,Aseer,82000,False
1454,2140,6227,Ford,Edge,2011,Saudi,Red,Full,3.5,Gas,Automatic,70000,Jeddah,60000,False
1455,2141,4104,Nissan,Pathfinder,2013,Saudi,Silver,Semi Full,3.5,Gas,Automatic,127000,Riyadh,38000,False
1456,2142,3088,Nissan,Maxima,2006,Other,Another Color,Standard,3.0,Gas,Manual,400000,Jeddah,10000,False
1457,2143,812,Kia,Rio,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,66148,Jeddah,40500,False
1458,2144,5879,Hyundai,Senta fe,2015,Saudi,Brown,Standard,1.1,Gas,Automatic,280000,Jazan,45000,False
1459,2146,1701,Nissan,Maxima,2016,Saudi,Blue,Semi Full,3.5,Gas,Automatic,100943,Riyadh,63500,False
1460,2147,7496,Jeep,Grand Cherokee,2015,Saudi,White,Full,5.7,Gas,Automatic,138000,Jeddah,85000,False
1461,2148,909,BMW,X,2020,Other,White,Standard,3.0,Gas,Automatic,11578,Riyadh,262000,False
1462,2150,2544,Honda,Odyssey,2009,Other,Black,Standard,3.5,Gas,Automatic,200000,Dammam,38000,False
1463,2151,1242,Hyundai,Elantra,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,70568,Riyadh,51500,False
1464,2153,921,Kia,Sportage,2015,Saudi,Red,Standard,2.4,Gas,Automatic,103885,Riyadh,41500,False
1465,2156,5523,Kia,Optima,2015,Gulf Arabic,White,Standard,2.4,Gas,Automatic,71000,Riyadh,45000,False
1466,2158,5151,Chevrolet,Tahoe,2010,Saudi,Grey,Semi Full,8.0,Gas,Automatic,434758,Riyadh,40000,False
1467,2159,434,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,103461,Riyadh,30000,False
1468,2162,4072,Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,82000,Riyadh,149500,False
1469,2163,1491,Ford,Taurus,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,251,Riyadh,35000,False
1470,2167,312,Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,144024,Riyadh,27500,False
1471,2168,1055,Toyota,Camry,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,85000,Riyadh,75000,False
1472,2169,1407,MG,ZS,2020,Saudi,Red,Full,1.5,Gas,Automatic,33000,Riyadh,55000,False
1473,2170,6719,Chevrolet,Aveo,2014,Other,Silver,Standard,1.6,Gas,Automatic,88000,Dammam,13000,False
1474,2171,7620,Hyundai,Sonata,2020,Saudi,Grey,Standard,2.4,Gas,Automatic,100,Jeddah,72910,False
1475,2172,3979,Chevrolet,Impala,1964,Other,Green,Full,1.2,Gas,Automatic,100000,Al-Ahsa,75000,False
1476,2173,5954,Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,243500,Khobar,45000,False
1477,2174,2432,Honda,Pilot,2016,Saudi,Silver,Semi Full,1.6,Gas,Automatic,103000,Jeddah,85000,False
1478,2176,6786,Toyota,Yaris,2014,Saudi,Red,Full,1.5,Gas,Automatic,375000,Riyadh,24000,False
1479,2180,4120,Chrysler,300,2018,Saudi,Silver,Full,5.7,Gas,Automatic,157000,Al-Ahsa,127000,False
1480,2181,6838,Hyundai,Azera,2015,Saudi,Black,Semi Full,3.0,Gas,Automatic,222306,Riyadh,38000,False
1481,2183,1138,Ford,Explorer,2016,Other,Black,Standard,2.5,Gas,Automatic,83000,Riyadh,86000,False
1482,2184,6747,HAVAL,H9,2020,Saudi,Brown,Full,2.0,Gas,Automatic,18000,Dammam,100000,False
1483,2188,7659,Toyota,Camry,2002,Gulf Arabic,Silver,Semi Full,4.0,Gas,Automatic,20000,Qassim,15000,False
1484,2191,5268,Hyundai,Azera,2014,Saudi,Black,Full,3.0,Gas,Automatic,142000,Dammam,50000,False
1485,2192,7272,Toyota,Furniture,2014,Gulf Arabic,White,Full,2.7,Gas,Automatic,169,Riyadh,60000,False
1486,2193,2649,Hyundai,Tucson,2016,Other,Grey,Full,2.0,Gas,Automatic,230,Riyadh,50000,False
1487,2194,3701,Lexus,ES,2016,Other,Grey,Full,3.5,Gas,Automatic,50000,Dammam,127000,False
1488,2196,6788,Nissan,Datsun,2016,Gulf Arabic,White,Full,2.4,Gas,Manual,188,Hail,33000,False
1489,2197,2148,Lexus,LS,2008,Saudi,Navy,Full,4.6,Gas,Automatic,299000,Dammam,38000,False
1490,2198,1645,Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,90706,Riyadh,61500,False
1491,2200,4705,Mercedes,S,2021,Saudi,Grey,Full,4.0,Gas,Automatic,49000,Jeddah,375000,False
1492,2201,3890,Kia,Mohave,2014,Saudi,White,Standard,3.8,Gas,Automatic,192,Dammam,39000,False
1493,2203,1791,Nissan,Sunny,2018,Saudi,White,Semi Full,1.5,Gas,Automatic,58244,Riyadh,30000,False
1494,2204,6157,Hyundai,Senta fe,2016,Other,Another Color,Standard,2.0,Diesel,Automatic,193000,Dammam,61000,False
1495,2206,6388,Dodge,Charger,2012,Saudi,Yellow,Full,6.4,Gas,Automatic,167000,Al-Medina,85000,False
1496,2208,4356,Nissan,X-Trail,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,99000,Dammam,62000,False
1497,2209,265,Nissan,Sylvian Bus,2018,Saudi,White,Full,3.0,Gas,Manual,3000,Riyadh,107000,False
1498,2210,1768,Chevrolet,Silverado,2019,Saudi,White,Full,5.3,Gas,Automatic,33000,Tabouk,170000,False
1499,2212,2371,Hyundai,Elantra,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,96000,Riyadh,43000,False
1500,2213,3946,Chrysler,300,2014,Saudi,Black,Semi Full,3.5,Gas,Automatic,272000,Riyadh,45000,False
1501,2214,7710,Toyota,Previa,2002,Saudi,Oily,Standard,2.9,Gas,Automatic,30923,Riyadh,12000,False
1502,2216,5955,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,57000,Dammam,35000,False
1503,2218,5153,Toyota,Land Cruiser Pickup,2016,Gulf Arabic,White,Full,4.0,Gas,Manual,315,Dammam,85000,False
1504,2220,832,Nissan,Sunny,2000,Gulf Arabic,Oily,Standard,1.3,Gas,Manual,120000,Qassim,7000,False
1505,2221,7309,Nissan,Patrol,2004,Saudi,White,Semi Full,4.8,Gas,Manual,350000,Al-Ahsa,25000,False
1506,2222,406,Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,26323,Jeddah,29500,False
1507,2225,7939,Ford,Flex,2012,Saudi,Black,Semi Full,6.0,Gas,Automatic,255000,Riyadh,24000,False
1508,2226,1308,Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,175000,Riyadh,63000,False
1509,2228,598,Hyundai,Elantra,2020,Saudi,Grey,Standard,2.0,Gas,Automatic,56000,Riyadh,50000,False
1510,2230,2626,Mercury,Grand Marquis,2007,Unknown,Silver,Full,4.6,Gas,Automatic,179000,Al-Medina,24000,False
1511,2231,6572,MG,RX8,2020,Saudi,Brown,Full,2.0,Gas,Automatic,23000,Al-Baha,98000,False
1512,2233,191,Toyota,FJ,2013,Saudi,Bronze,Semi Full,1.0,Gas,Automatic,154000,Riyadh,77000,False
1513,2235,4382,BMW,The 5,2016,Saudi,Silver,Full,2.0,Gas,Automatic,120000,Riyadh,61000,False
1514,2237,1113,Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,162500,Hail,84000,False
1515,2239,2879,GMC,Yukon,2018,Saudi,Grey,Standard,5.3,Gas,Automatic,68878,Riyadh,146500,False
1516,2240,2792,Jeep,Grand Cherokee,2015,Saudi,Red,Full,5.7,Gas,Automatic,215000,Al-Medina,65000,False
1517,2241,5528,Suzuki,SX4,2009,Saudi,Blue,Standard,1.6,Gas,Automatic,150000,Jeddah,10000,False
1518,2242,5280,Chevrolet,Suburban,2013,Saudi,Red,Semi Full,5.3,Gas,Automatic,112412,Riyadh,75000,False
1519,2243,6116,Nissan,Pathfinder,2007,Saudi,Grey,Standard,3.5,Gas,Automatic,111,Riyadh,30000,False
1520,2244,1758,Ford,Taurus,2018,Saudi,Black,Standard,2.0,Gas,Automatic,78508,Riyadh,65000,False
1521,2245,7292,Toyota,Land Cruiser,2011,Gulf Arabic,Golden,Full,4.5,Gas,Automatic,193000,Jeddah,110000,False
1522,2246,3619,BMW,The 7,2014,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,139000,Riyadh,90000,False
1523,2247,8031,Chevrolet,Camaro,2010,Saudi,Silver,Full,3.6,Gas,Automatic,150000,Riyadh,53000,False
1524,2248,7022,Hyundai,Elantra,2018,Saudi,White,Full,2.0,Gas,Automatic,116,Riyadh,42000,False
1525,2249,2184,Toyota,Furniture,2019,Saudi,White,Standard,2.7,Gas,Automatic,60000,Jeddah,97000,False
1526,2253,5018,BMW,The 3,2021,Saudi,Grey,Semi Full,2.0,Gas,Automatic,3500,Jeddah,180000,False
1527,2254,5785,Land Rover,Range Rover,2006,Saudi,White,Full,5.0,Gas,Automatic,220000,Dammam,30000,False
1528,2257,1195,Kia,Optima,2015,Saudi,Navy,Semi Full,2.4,Gas,Automatic,359000,Riyadh,32000,False
1529,2258,5750,Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,92000,Dammam,54000,False
1530,2259,2387,Nissan,Sylvian Bus,2002,Saudi,White,Standard,2.5,Gas,Manual,37000,Riyadh,42000,False
1531,2260,601,Kia,Rio,2016,Saudi,Red,Standard,1.4,Gas,Automatic,157000,Riyadh,25000,False
1532,2261,6404,Chevrolet,Caprice,2013,Other,White,Semi Full,6.2,Gas,Automatic,193000,Dammam,44000,False
1533,2262,6774,Chevrolet,Malibu,2014,Saudi,Black,Full,3.0,Gas,Automatic,145000,Riyadh,46000,False
1534,2263,641,GMC,Yukon,2015,Saudi,White,Full,6.2,Gas,Automatic,168576,Riyadh,150000,False
1535,2264,6376,Toyota,Land Cruiser,2013,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,240000,Riyadh,105000,False
1536,2265,7342,Mitsubishi,L200,2020,Saudi,White,Standard,2.5,Diesel,Manual,197,Jeddah,71000,False
1537,2266,6279,GMC,Terrain,2016,Saudi,White,Standard,2.4,Gas,Automatic,151000,Jazan,45000,False
1538,2267,261,Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,117081,Riyadh,27000,False
1539,2268,4779,Nissan,Datsun,2011,Saudi,White,Semi Full,1.6,Gas,Manual,390,Qassim,23500,False
1540,2269,6269,Ford,Taurus,2013,Saudi,White,Standard,1.0,Gas,Automatic,298,Makkah,38000,False
1541,2270,1297,Hyundai,Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,61184,Riyadh,54000,False
1542,2271,277,Hyundai,Sonata,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,116000,Riyadh,55000,False
1543,2272,3124,Land Rover,Range Rover,2016,Gulf Arabic,Black,Full,5.0,Gas,Automatic,102522,Riyadh,267000,False
1544,2273,895,Mitsubishi,Pajero,2012,Saudi,Silver,Standard,3.5,Gas,Automatic,65173,Riyadh,41500,False
1545,2274,4663,Toyota,Camry,2016,Gulf Arabic,White,Full,2.5,Gas,Automatic,247,Riyadh,55000,False
1546,2275,6260,Chrysler,C300,2012,Other,Silver,Full,5.7,Gas,Automatic,143000,Dammam,51000,False
1547,2276,647,Chevrolet,Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,230000,Riyadh,38000,False
1548,2277,7914,Lexus,LS,2008,Gulf Arabic,White,Full,1.8,Gas,Automatic,268000,Riyadh,46000,False
1549,2280,829,Hyundai,Elantra,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,47000,Riyadh,1221,False
1550,2281,1070,Peugeot,301,2015,Saudi,Blue,Semi Full,1.6,Gas,Manual,278000,Jeddah,15000,False
1551,2282,7249,Isuzu,D-MAX,2016,Saudi,White,Standard,2.5,Diesel,Manual,147,Aseer,55000,False
1552,2283,3161,Mercedes,S,2015,Saudi,Navy,Full,5.0,Gas,Automatic,99000,Dammam,255000,False
1553,2284,549,Genesis,G80,2018,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000,Riyadh,100000,False
1554,2286,948,Ford,Explorer,2010,Saudi,Black,Standard,6.0,Gas,Automatic,35000,Riyadh,160000,False
1555,2287,5501,Chevrolet,Tahoe,2016,Saudi,White,Semi Full,5.3,Gas,Automatic,197000,Riyadh,105000,False
1556,2288,4855,Toyota,Land Cruiser,2007,Saudi,White,Full,4.8,Gas,Automatic,514,Riyadh,60000,False
1557,2291,2201,Renault,Dokker,2016,Saudi,White,Standard,1.8,Gas,Manual,143000,Riyadh,20000,False
1558,2293,5243,Mercedes,S,2017,Other,White,Full,3.0,Gas,Automatic,26000,Riyadh,245000,False
1559,2295,3172,Toyota,Rav4,2011,Saudi,Silver,Standard,2.5,Gas,Automatic,485000,Dammam,32000,False
1560,2299,3646,BMW,The 5,1997,Gulf Arabic,Green,Full,2.0,Gas,Automatic,300000,Khobar,10000,False
1561,2300,2089,Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,200,Riyadh,56000,False
1562,2302,8002,Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,116000,Dammam,32000,False
1563,2304,308,GMC,Yukon,2017,Gulf Arabic,Bronze,Semi Full,5.3,Gas,Automatic,96000,Riyadh,145000,False
1564,2306,4831,BMW,The 3,2017,Saudi,White,Full,1.4,Gas,Automatic,110000,Khobar,75000,False
1565,2307,7341,Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,155,Jeddah,58000,False
1566,2308,1936,Mercedes,Viano,2013,Saudi,Black,Semi Full,3.5,Gas,Automatic,154000,Jeddah,45000,False
1567,2309,5455,Ford,Expedition,2013,Saudi,Grey,Standard,5.4,Gas,Automatic,147000,Dammam,50000,False
1568,2310,5794,Toyota,Camry,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,180000,Dammam,58000,False
1569,2312,4140,Chrysler,C300,2013,Saudi,White,Full,5.7,Gas,Automatic,200,Makkah,55000,False
1570,2314,3471,GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,112000,Aseer,77000,False
1571,2315,965,Nissan,Pathfinder,2014,Saudi,White,Standard,3.5,Gas,Automatic,187390,Riyadh,43500,False
1572,2317,5518,Ford,Expedition,2013,Saudi,White,Semi Full,5.5,Gas,Automatic,169000,Riyadh,44000,False
1573,2319,7087,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,105500,Dammam,32000,False
1574,2320,2762,Mazda,6,2014,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,149000,Jeddah,45000,False
1575,2321,1654,Toyota,Land Cruiser,2016,Saudi,White,Full,5.7,Gas,Automatic,1900,Jeddah,255000,False
1576,2324,3831,Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,99000,Al-Ahsa,129000,False
1577,2325,7626,Chevrolet,Malibu,2015,Saudi,Navy,Full,2.5,Gas,Automatic,121000,Riyadh,17000,False
1578,2327,2250,Isuzu,D-MAX,2015,Saudi,White,Standard,2.5,Diesel,Manual,251662,Dammam,53000,False
1579,2328,7841,Lexus,ES,2015,Gulf Arabic,White,Semi Full,3.5,Gas,Automatic,161000,Hail,74000,False
1580,2329,7878,Toyota,Prado,2006,Saudi,White,Standard,2.5,Gas,Manual,300000,Aseer,40000,False
1581,2331,6264,Toyota,Camry,2013,Saudi,White,Full,2.5,Gas,Manual,633386,Aseer,37000,False
1582,2332,2212,Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,148000,Dammam,39500,False
1583,2335,1617,Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,69000,Riyadh,28000,False
1584,2336,1519,Nissan,Datsun,1998,Other,White,Full,2.4,Gas,Manual,650000,Riyadh,12000,False
1585,2337,2155,Hyundai,Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,168000,Dammam,26000,False
1586,2339,2347,Kia,Cerato,2017,Saudi,Grey,Standard,1.6,Gas,Automatic,97000,Riyadh,38500,False
1587,2340,3321,Mazda,6,2016,Gulf Arabic,White,Standard,2.0,Gas,Automatic,196000,Qassim,50000,False
1588,2341,3648,Ford,Marquis,2008,Other,Silver,Full,4.6,Gas,Automatic,171000,Riyadh,27000,False
1589,2342,3233,Nissan,Sunny,2011,Saudi,White,Standard,1.5,Gas,Automatic,182000,Jubail,15000,False
1590,2343,2859,Isuzu,Dyna,2016,Saudi,White,Standard,1.5,Diesel,Manual,420,Riyadh,104000,False
